Num.of.Individuals	Num.of.Markers	Type	accuracy	SD	misclassification	FST	jittered_x
30	30	T	0.716666666666667	0	0.283333333333333	0.06	29.8297718573827
30	40	T	0.75	0	0.25	0.06	39.8424536838662
30	50	T	0.7	0	0.3	0.06	50.2071132027544
30	60	T	0.75	0	0.25	0.06	60.0324394337833
30	70	T	0.716666666666667	0	0.283333333333333	0.06	69.9006395194679
30	80	T	0.716666666666667	0	0.283333333333333	0.06	79.7388141280506
30	90	T	0.716666666666667	0	0.283333333333333	0.06	89.8912007449195
30	100	T	0.8	0	0.2	0.06	100.020828940114
40	10	T	0.675	0	0.325	0.06	9.72470555244945
40	20	T	0.6	0	0.4	0.06	19.7681830186863
40	30	T	0.7125	0	0.2875	0.06	29.9915864895098
40	40	T	0.75	0	0.25	0.06	40.0789574244991
40	50	T	0.7125	0	0.2875	0.06	50.1325542578008
40	60	T	0.775	0	0.225	0.06	59.9862909700256
40	70	T	0.75	0	0.25	0.06	69.9082267832942
40	80	T	0.7625	0	0.2375	0.06	80.1539483297151
40	90	T	0.775	0	0.225	0.06	90.1138822929002
40	100	T	0.8375	0	0.1625	0.06	100.04331102916
50	10	T	0.68	0	0.32	0.06	10.2367790262215
50	20	T	0.63	0	0.37	0.06	20.1474307769444
50	30	T	0.72	0	0.28	0.06	29.826447750628
50	40	T	0.77	0	0.23	0.06	39.9600325607695
50	50	T	0.72	0	0.28	0.06	49.8900789699517
50	60	T	0.77	0	0.23	0.06	60.0992280911654
50	70	T	0.76	0	0.24	0.06	69.7493646007031
50	80	T	0.77	0	0.23	0.06	79.7961285333615
50	90	T	0.79	0	0.21	0.06	89.8484812920447
50	100	T	0.85	0	0.15	0.06	99.9517042623833
10	10	R	0.655	0.141328285245829	0.345	0.06	10.0819184631109
10	20	R	0.7175	0.155829697865465	0.2825	0.06	20.2200847636908
10	30	R	0.76	0.125236618152662	0.24	0.06	30.1986590155866
10	40	R	0.77	0.112857618729367	0.23	0.06	39.7490946386009
10	50	R	0.805	0.108700457559682	0.195	0.06	49.7247494314332
10	60	R	0.82	0.0923380516876639	0.18	0.06	60.1398546528071
10	70	R	0.8425	0.112711788950496	0.1575	0.06	69.7698221583851
10	80	R	0.855	0.106251934966901	0.145	0.06	79.8335220632143
10	90	R	0.865	0.108942283125661	0.135	0.06	89.8964977889322
10	100	R	0.8875	0.0886670294149023	0.1125	0.06	100.094317133259
20	10	R	0.63375	0.124413095858324	0.36625	0.06	10.0301614959724
20	20	R	0.70375	0.111884279973833	0.29625	0.06	20.2762288607191
20	30	R	0.75125	0.0978300755606911	0.24875	0.06	30.1100088613573
20	40	R	0.7625	0.0825179406330271	0.2375	0.06	39.951093707094
20	50	R	0.79625	0.0816261535745034	0.20375	0.06	50.0978173970245
20	60	R	0.81625	0.0708384931041249	0.18375	0.06	59.9985280551016
20	70	R	0.84625	0.0787546991079196	0.15375	0.06	70.2890231351834
20	80	R	0.87125	0.0740176899197255	0.12875	0.06	79.7544127608649
20	90	R	0.88125	0.0814647970469131	0.11875	0.06	89.7208660568576
20	100	R	0.895	0.0636602825861413	0.105	0.06	100.292052611616
30	10	R	0.63	0.116051007136129	0.37	0.06	10.1584243886638
30	20	R	0.709166666666667	0.0957388932070693	0.290833333333333	0.06	19.9770032556728
30	30	R	0.761666666666667	0.0741619848709566	0.238333333333333	0.06	29.9904413844924
30	40	R	0.775833333333333	0.0586083741496712	0.224166666666667	0.06	40.1993950197473
30	50	R	0.806666666666667	0.0607939670752661	0.193333333333333	0.06	49.8755663764197
30	60	R	0.828333333333333	0.0572518801243921	0.171666666666667	0.06	59.8739541156683
30	70	R	0.8525	0.0590556779608463	0.1475	0.06	70.0282060049474
30	80	R	0.8775	0.059548741645638	0.1225	0.06	79.9741201352328
30	90	R	0.886666666666666	0.0636602825861414	0.113333333333334	0.06	89.7401278439909
30	100	R	0.900833333333333	0.0588572959500325	0.0991666666666667	0.06	100.188822003407
40	10	R	0.63	0.111316878183055	0.37	0.06	9.91252895058133
40	20	R	0.70625	0.0927911491922643	0.29375	0.06	19.7320302805398
40	30	R	0.755625	0.0852120999253287	0.244375	0.06	29.7790306407027
40	40	R	0.7725	0.0649645652401531	0.2275	0.06	39.7597996344324
40	50	R	0.80625	0.0635439135351956	0.19375	0.06	50.2567392962053
40	60	R	0.82625	0.0520785085484558	0.17375	0.06	60.1696395529434
40	70	R	0.850625	0.0537224531614502	0.149375	0.06	70.2140135286841
40	80	R	0.871875	0.0570484270275333	0.128125	0.06	79.995989126619
40	90	R	0.88125	0.0588402162864106	0.11875	0.06	90.2274224826135
40	100	R	0.8975	0.0532805385621587	0.1025	0.06	100.29498131955
50	10	R	0.631	0.0976513669831826	0.369	0.06	10.2974568872713
50	20	R	0.704	0.0826151508979723	0.296	0.06	19.9437412824016
50	30	R	0.7545	0.0758443697386472	0.2455	0.06	29.884206132777
50	40	R	0.772	0.0610090588614338	0.228	0.06	39.8459364944138
50	50	R	0.8085	0.0570572196640309	0.1915	0.06	50.0349038327578
50	60	R	0.8265	0.0484795127646177	0.1735	0.06	60.2596553332172
50	70	R	0.8505	0.0488256834915913	0.1495	0.06	70.2415436094161
50	80	R	0.872	0.0546375617857783	0.128	0.06	79.7690579526126
50	90	R	0.881	0.0546664527167401	0.119	0.06	90.0895718302578
50	100	R	0.899	0.0519007149327089	0.101	0.06	99.9495819347445
10	10	T	0.8	0	0.2	0.07	9.90424393941648
10	20	T	0.75	0	0.25	0.07	19.9012650655117
10	30	T	0.8	0	0.2	0.07	30.2529437927529
10	40	T	0.65	0	0.35	0.07	40.1974863406736
10	50	T	0.65	0	0.35	0.07	50.0014620742295
10	60	T	0.65	0	0.35	0.07	59.9287397772074
10	70	T	0.65	0	0.35	0.07	70.1284127294086
10	80	T	0.65	0	0.35	0.07	80.0709507542662
10	90	T	0.6	0	0.4	0.07	89.7788035824895
10	100	T	0.55	0	0.45	0.07	99.8367887086701
20	10	T	0.825	0	0.175	0.07	9.84221650953405
20	20	T	0.8	0	0.2	0.07	20.2624455188867
20	30	T	0.8	0	0.2	0.07	29.8794113525189
20	40	T	0.625	0	0.375	0.07	39.7848962578457
20	50	T	0.65	0	0.35	0.07	49.8763697572518
20	60	T	0.625	0	0.375	0.07	60.0403151914012
20	70	T	0.625	0	0.375	0.07	70.2357995980419
20	80	T	0.6	0	0.4	0.07	79.7235758069903
20	90	T	0.575	0	0.425	0.07	90.2230666436255
20	100	T	0.55	0	0.45	0.07	100.039042194886
30	10	T	0.816666666666667	0	0.183333333333333	0.07	10.2814664559439
30	20	T	0.816666666666667	0	0.183333333333333	0.07	20.2419570487458
30	30	T	0.8	0	0.2	0.07	30.1960322925355
30	40	T	0.633333333333333	0	0.366666666666667	0.07	39.9015924794134
30	50	T	0.616666666666667	0	0.383333333333333	0.07	50.2818282726686
30	60	T	0.633333333333333	0	0.366666666666667	0.07	59.9387521308381
30	70	T	0.616666666666667	0	0.383333333333333	0.07	69.963011439424
30	80	T	0.616666666666667	0	0.383333333333333	0.07	79.7034540615976
30	90	T	0.566666666666667	0	0.433333333333333	0.07	89.9483722257894
30	100	T	0.566666666666667	0	0.433333333333333	0.07	100.145509637753
40	10	T	0.8	0	0.2	0.07	10.0232848254498
40	20	T	0.8125	0	0.1875	0.07	19.938944012858
40	30	T	0.8	0	0.2	0.07	29.7915272339713
40	40	T	0.6375	0	0.3625	0.07	39.9973442114424
40	50	T	0.625	0	0.375	0.07	50.2351872540545
40	60	T	0.6375	0	0.3625	0.07	60.1877170379274
40	70	T	0.625	0	0.375	0.07	70.0599805777892
40	80	T	0.625	0	0.375	0.07	80.0291930313222
40	90	T	0.575	0	0.425	0.07	89.7622891771607
40	100	T	0.5625	0	0.4375	0.07	100.176100027747
50	10	T	0.77	0	0.23	0.07	10.2588011352811
50	20	T	0.8	0	0.2	0.07	20.133639422711
50	30	T	0.79	0	0.21	0.07	30.2427058851812
50	40	T	0.65	0	0.35	0.07	39.8419809260871
50	50	T	0.64	0	0.36	0.07	50.0582125273533
50	60	T	0.64	0	0.36	0.07	60.0434611227829
50	70	T	0.63	0	0.37	0.07	70.2099324761424
50	80	T	0.65	0	0.35	0.07	79.8525083610788
50	90	T	0.61	0	0.39	0.07	89.7289154356811
50	100	T	0.6	0	0.4	0.07	100.121016483288
10	10	R	0.6525	0.168175190610393	0.3475	0.07	10.1271844384726
10	20	R	0.7125	0.140370749689603	0.2875	0.07	19.8580885720439
10	30	R	0.7575	0.133056181248453	0.2425	0.07	30.112268482754
10	40	R	0.7575	0.138862863058638	0.2425	0.07	39.8359085391276
10	50	R	0.775	0.13907589749183	0.225	0.07	49.8224975854158
10	60	R	0.8125	0.11106541457983	0.1875	0.07	60.1923298931681
10	70	R	0.8125	0.103713928415466	0.1875	0.07	69.7800317092799
10	80	R	0.83	0.103109548284184	0.17	0.07	79.8588873306755
10	90	R	0.855	0.0916227965197814	0.145	0.07	90.0702021338046
10	100	R	0.8725	0.0910104100465551	0.1275	0.07	99.8872472024988
20	10	R	0.66125	0.110464033203477	0.33875	0.07	9.87414746494033
20	20	R	0.69625	0.130099910999605	0.30375	0.07	20.0361882623285
20	30	R	0.75125	0.108055480389036	0.24875	0.07	30.1608125588391
20	40	R	0.775	0.108821437516502	0.225	0.07	39.8595802721102
20	50	R	0.78375	0.114212117985513	0.21625	0.07	49.9285765726119
20	60	R	0.81	0.102405283580796	0.19	0.07	59.9463131790049
20	70	R	0.81625	0.098767070476583	0.18375	0.07	70.0565585209522
20	80	R	0.83625	0.0961341579033669	0.16375	0.07	79.7230306862853
20	90	R	0.8575	0.089992689761593	0.1425	0.07	89.9097813350614
20	100	R	0.88375	0.0689560309945861	0.11625	0.07	100.062255366379
30	10	R	0.6625	0.103431617096537	0.3375	0.07	10.203235270828
30	20	R	0.699166666666667	0.119388671869488	0.300833333333333	0.07	20.1981802565046
30	30	R	0.754166666666667	0.0982113427067225	0.245833333333333	0.07	30.2507297532633
30	40	R	0.783333333333333	0.104013044616011	0.216666666666667	0.07	39.9085359770339
30	50	R	0.794166666666667	0.109527827647771	0.205833333333333	0.07	50.2961711991578
30	60	R	0.82	0.0929692145486943	0.18	0.07	60.2547507839743
30	70	R	0.835833333333333	0.0954023489602562	0.164166666666667	0.07	69.7575629411731
30	80	R	0.848333333333333	0.0909501502173658	0.151666666666667	0.07	79.8606857011095
30	90	R	0.865	0.0861625011718388	0.135	0.07	89.8490321722347
30	100	R	0.893333333333333	0.0640723275517188	0.106666666666667	0.07	99.7118256104644
40	10	R	0.65125	0.106907793522219	0.34875	0.07	10.2502039453015
40	20	R	0.686875	0.108251276277878	0.313125	0.07	19.8209366360214
40	30	R	0.744375	0.0855972630833978	0.255625	0.07	30.0626972709317
40	40	R	0.778125	0.0938814867406326	0.221875	0.07	40.1993424716406
40	50	R	0.789375	0.105153005688203	0.210625	0.07	49.8134530176409
40	60	R	0.818125	0.0852120999253287	0.181875	0.07	59.9705328710843
40	70	R	0.83625	0.08544581231462	0.16375	0.07	70.2978962574154
40	80	R	0.848125	0.0845143829241664	0.151875	0.07	79.8035940451548
40	90	R	0.865	0.0749561275189132	0.135	0.07	90.1184998672921
40	100	R	0.89125	0.0609815545882523	0.10875	0.07	99.7522280598525
50	10	R	0.66	0.10182544403356	0.34	0.07	9.72025863877498
50	20	R	0.6925	0.0984017008838877	0.3075	0.07	20.116527924547
50	30	R	0.753	0.0819563426786674	0.247	0.07	29.9364352111705
50	40	R	0.783	0.0898009494733535	0.217	0.07	40.1771606332622
50	50	R	0.7975	0.095524865872714	0.2025	0.07	50.0895510607399
50	60	R	0.823	0.0805311316069428	0.177	0.07	60.0758025228046
50	70	R	0.8425	0.079662115409892	0.1575	0.07	69.9444870612584
50	80	R	0.856	0.0768731011746666	0.144	0.07	79.7943256956525
50	90	R	0.875	0.0712667339536551	0.125	0.07	89.9807731563225
50	100	R	0.9025	0.0542775518200568	0.0975	0.07	100.179569132766
10	10	T	0.55	0	0.45	0.09	9.92882394450717
10	20	T	0.6	0	0.4	0.09	20.0576163263526
10	30	T	0.6	0	0.4	0.09	29.7404714056291
10	40	T	0.6	0	0.4	0.09	40.2748645904474
10	50	T	0.65	0	0.35	0.09	49.8662385737989
10	60	T	0.65	0	0.35	0.09	59.9384164941497
10	70	T	0.65	0	0.35	0.09	70.0773069079034
10	80	T	0.6	0	0.4	0.09	80.2138538002037
10	90	T	0.55	0	0.45	0.09	89.9215421405621
10	100	T	0.5	0	0.5	0.09	100.030523688346
20	10	T	0.675	0	0.325	0.09	10.2244761405513
20	20	T	0.625	0	0.375	0.09	19.726594940573
20	30	T	0.625	0	0.375	0.09	29.8946555807255
20	40	T	0.6	0	0.4	0.09	40.1764276784379
20	50	T	0.65	0	0.35	0.09	49.9848881569691
20	60	T	0.6	0	0.4	0.09	59.991239081556
20	70	T	0.625	0	0.375	0.09	70.1382346418686
20	80	T	0.55	0	0.45	0.09	79.7236486408394
20	90	T	0.525	0	0.475	0.09	90.056881238753
20	100	T	0.5	0	0.5	0.09	100.156925280252
30	10	T	0.633333333333333	0	0.366666666666667	0.09	10.0461680036504
30	20	T	0.633333333333333	0	0.366666666666667	0.09	20.2023182935547
30	30	T	0.65	0	0.35	0.09	30.093375065038
30	40	T	0.6	0	0.4	0.09	40.1260276949033
30	50	T	0.65	0	0.35	0.09	49.8121521466877
30	60	T	0.6	0	0.4	0.09	60.0758665490896
30	70	T	0.633333333333333	0	0.366666666666667	0.09	69.8374602629803
30	80	T	0.6	0	0.4	0.09	79.7350415101275
30	90	T	0.583333333333333	0	0.416666666666667	0.09	89.7505874830764
30	100	T	0.566666666666667	0	0.433333333333333	0.09	99.7474828247447
40	10	T	0.6875	0	0.3125	0.09	9.81843502181582
40	20	T	0.6875	0	0.3125	0.09	20.2201726170722
40	30	T	0.7	0	0.3	0.09	30.1621640879195
40	40	T	0.6625	0	0.3375	0.09	40.0252047524787
40	50	T	0.7	0	0.3	0.09	49.7805027227849
40	60	T	0.6625	0	0.3375	0.09	59.9756589754019
40	70	T	0.6875	0	0.3125	0.09	70.1754137210082
40	80	T	0.6125	0	0.3875	0.09	79.9625392138958
40	90	T	0.6	0	0.4	0.09	90.0280474686529
40	100	T	0.5875	0	0.4125	0.09	100.262761682458
50	10	T	0.69	0	0.31	0.09	9.94646783350036
50	20	T	0.66	0	0.34	0.09	19.7742743554525
50	30	T	0.67	0	0.33	0.09	30.0537797869183
50	40	T	0.63	0	0.37	0.09	39.9025074557867
50	50	T	0.68	0	0.32	0.09	49.9414115370251
50	60	T	0.65	0	0.35	0.09	60.2459265240468
50	70	T	0.66	0	0.34	0.09	70.1912572812755
50	80	T	0.61	0	0.39	0.09	79.9429489701521
50	90	T	0.6	0	0.4	0.09	90.038846688671
50	100	T	0.59	0	0.41	0.09	100.185352959577
10	10	R	0.6925	0.117288443366635	0.3075	0.09	9.75111922891811
10	20	R	0.7625	0.0998353908349033	0.2375	0.09	20.0463410526514
10	30	R	0.795	0.107483168817017	0.205	0.09	29.8577187221032
10	40	R	0.8375	0.104974934351517	0.1625	0.09	40.2707401090302
10	50	R	0.8525	0.106961626173522	0.1475	0.09	50.1766582321841
10	60	R	0.875	0.111803398874989	0.125	0.09	59.7988700968679
10	70	R	0.885	0.0988086934168084	0.115	0.09	70.0807900864165
10	80	R	0.9	0.0973328526784575	0.1	0.09	79.7279566466808
10	90	R	0.935	0.0828759377179624	0.0650000000000001	0.09	90.2540468844585
10	100	R	0.945	0.0741619848709566	0.055	0.09	100.276321822032
20	10	R	0.70625	0.101590962610906	0.29375	0.09	10.0150356301572
20	20	R	0.775	0.105755427881106	0.225	0.09	20.141434468748
20	30	R	0.805	0.0992073851240818	0.195	0.09	30.1016450860072
20	40	R	0.85	0.083901571404894	0.15	0.09	39.9253975793719
20	50	R	0.87	0.0837445991974219	0.13	0.09	50.1371330189519
20	60	R	0.88125	0.094894331814531	0.11875	0.09	60.190634646127
20	70	R	0.89375	0.0873118277391895	0.10625	0.09	70.1734716385137
20	80	R	0.90625	0.0846334977852648	0.09375	0.09	80.2289642775431
20	90	R	0.92875	0.076207386712009	0.07125	0.09	89.8046694468241
20	100	R	0.93625	0.0767236153859732	0.06375	0.09	99.9404847001191
30	10	R	0.6925	0.103375062315686	0.3075	0.09	10.1484623351134
30	20	R	0.765	0.0923855384749055	0.235	0.09	19.8025981380139
30	30	R	0.796666666666667	0.0819356472629444	0.203333333333333	0.09	29.7639839034062
30	40	R	0.829166666666667	0.0737220558616473	0.170833333333333	0.09	39.7786782911979
30	50	R	0.856666666666667	0.0665349576147406	0.143333333333333	0.09	49.7561046776362
30	60	R	0.8675	0.0767533834520994	0.1325	0.09	59.759438399272
30	70	R	0.883333333333333	0.0727488670758433	0.116666666666667	0.09	69.7318127876148
30	80	R	0.9	0.070503618587404	0.1	0.09	80.0383192093577
30	90	R	0.921666666666667	0.0651359352314798	0.0783333333333331	0.09	89.7422955941409
30	100	R	0.929166666666667	0.0713026249691088	0.0708333333333333	0.09	99.9475090068299
40	10	R	0.68875	0.101623337042133	0.31125	0.09	10.2999870375264
40	20	R	0.76125	0.0850599633695022	0.23875	0.09	20.2869136166293
40	30	R	0.7925	0.0713359361715656	0.2075	0.09	30.2476099229883
40	40	R	0.828125	0.0632032800198151	0.171875	0.09	39.9470345617738
40	50	R	0.85625	0.0645709524069209	0.14375	0.09	49.9433816553094
40	60	R	0.86625	0.0708384931041249	0.13375	0.09	59.8833965742029
40	70	R	0.8825	0.0689917996652691	0.1175	0.09	69.7017687656917
40	80	R	0.898125	0.0699241835659768	0.101875	0.09	79.8428731693421
40	90	R	0.92	0.0627495019900557	0.08	0.09	89.9503246854991
40	100	R	0.9275	0.0669593356566427	0.0725	0.09	99.8564299194142
50	10	R	0.69	0.0955317527813328	0.31	0.09	9.803804799309
50	20	R	0.7555	0.0798996080617487	0.2445	0.09	19.8749372983817
50	30	R	0.7885	0.0661159268971833	0.2115	0.09	30.2912270366214
50	40	R	0.824	0.0609918027279076	0.176	0.09	39.724853288522
50	50	R	0.852	0.063295464209323	0.148	0.09	50.2205875053536
50	60	R	0.8635	0.0646671640422182	0.1365	0.09	59.8104897381272
50	70	R	0.8815	0.0624310145596511	0.1185	0.09	70.2546589053236
50	80	R	0.8965	0.0651536645170477	0.1035	0.09	80.122849036241
50	90	R	0.9195	0.0569833770775118	0.0805	0.09	89.825670257723
50	100	R	0.9275	0.059725248121359	0.0725	0.09	99.8393804448191
10	10	T	0.6	0	0.4	0.1	9.85263632507995
10	20	T	0.8	0	0.2	0.1	19.7608706614468
10	30	T	0.9	0	0.1	0.1	29.9082181618083
10	40	T	0.95	0	0.05	0.1	40.1969980111346
10	50	T	0.95	0	0.05	0.1	49.8051377890166
10	60	T	0.9	0	0.1	0.1	59.8873646241613
10	70	T	0.9	0	0.1	0.1	70.2899795621634
10	80	T	0.95	0	0.05	0.1	79.9955591496546
10	90	T	0.9	0	0.1	0.1	90.1596966899
10	100	T	0.85	0	0.15	0.1	100.05888153133
20	10	T	0.625	0	0.375	0.1	10.2794676000252
20	20	T	0.75	0	0.25	0.1	19.7124611563981
20	30	T	0.875	0	0.125	0.1	29.7352698792703
20	40	T	0.925	0	0.075	0.1	39.8356642005034
20	50	T	0.925	0	0.075	0.1	50.0256747086067
20	60	T	0.875	0	0.125	0.1	60.0987854925916
20	70	T	0.875	0	0.125	0.1	70.1351124400739
20	80	T	0.95	0	0.05	0.1	80.2562851297669
20	90	T	0.925	0	0.075	0.1	89.755239668861
20	100	T	0.8	0	0.2	0.1	100.203087189142
30	10	T	0.65	0	0.35	0.1	9.88950806832872
30	20	T	0.766666666666667	0	0.233333333333333	0.1	19.8954240829218
30	30	T	0.9	0	0.1	0.1	30.2522256368771
30	40	T	0.933333333333333	0	0.066666666666667	0.1	40.0881406135857
30	50	T	0.916666666666667	0	0.083333333333333	0.1	49.8113961986266
30	60	T	0.916666666666667	0	0.083333333333333	0.1	60.1597336919513
30	70	T	0.916666666666667	0	0.083333333333333	0.1	69.9184122486506
30	80	T	0.966666666666667	0	0.033333333333333	0.1	80.1056857710239
30	90	T	0.95	0	0.05	0.1	89.9067301156931
30	100	T	0.816666666666667	0	0.183333333333333	0.1	99.9134783700108
40	10	T	0.65	0	0.35	0.1	9.84396198387258
40	20	T	0.775	0	0.225	0.1	20.1693075412884
40	30	T	0.85	0	0.15	0.1	30.0613719223067
40	40	T	0.9125	0	0.0875	0.1	40.2966479400173
40	50	T	0.9	0	0.1	0.1	49.9258129463997
40	60	T	0.9	0	0.1	0.1	59.8685745034833
40	70	T	0.8875	0	0.1125	0.1	69.7442086941097
40	80	T	0.9375	0	0.0625	0.1	79.7953146810178
40	90	T	0.925	0	0.075	0.1	90.0036289738957
40	100	T	0.825	0	0.175	0.1	100.148669200763
50	10	T	0.67	0	0.33	0.1	10.2653428405058
50	20	T	0.79	0	0.21	0.1	19.9756030111108
50	30	T	0.86	0	0.14	0.1	29.9714423032477
50	40	T	0.91	0	0.09	0.1	40.1647687729914
50	50	T	0.9	0	0.1	0.1	49.9152862069663
50	60	T	0.9	0	0.1	0.1	60.141305772448
50	70	T	0.88	0	0.12	0.1	69.9348900334444
50	80	T	0.92	0	0.08	0.1	79.9277441357728
50	90	T	0.91	0	0.09	0.1	90.030059562251
50	100	T	0.83	0	0.17	0.1	99.720007054694
10	10	R	0.6825	0.111538287030437	0.3175	0.1	10.2650571518578
10	20	R	0.7575	0.111538287030437	0.2425	0.1	20.0099404512905
10	30	R	0.795	0.0723660286685898	0.205	0.1	29.7455806557555
10	40	R	0.8125	0.062565754884046	0.1875	0.1	40.276115161879
10	50	R	0.8675	0.0782623792124926	0.1325	0.1	50.2580735824537
10	60	R	0.9075	0.0674244216258393	0.0925	0.1	60.0662752549164
10	70	R	0.92	0.0833508753466491	0.08	0.1	69.7905013598502
10	80	R	0.94	0.0575828921962436	0.0600000000000001	0.1	79.7847125548869
10	90	R	0.94	0.0552506251453082	0.0600000000000001	0.1	89.7041810522787
10	100	R	0.9525	0.052503132738613	0.0475	0.1	99.844404499745
20	10	R	0.65375	0.107994578323953	0.34625	0.1	10.0583468734752
20	20	R	0.7325	0.0928708781050335	0.2675	0.1	20.1199880681932
20	30	R	0.7775	0.0682969522322228	0.2225	0.1	29.9446165298112
20	40	R	0.81375	0.0620245070410415	0.18625	0.1	39.9265936611686
20	50	R	0.86	0.0727287679272138	0.14	0.1	50.1906367531978
20	60	R	0.89	0.0694906279178786	0.11	0.1	59.833339003427
20	70	R	0.90625	0.0747253743981746	0.09375	0.1	69.8405499597546
20	80	R	0.92	0.0646854738431728	0.0800000000000001	0.1	80.1017238661181
20	90	R	0.9275	0.059548741645638	0.0725	0.1	89.9742480680812
20	100	R	0.945	0.0582643702626679	0.055	0.1	100.202133310121
30	10	R	0.6625	0.101721296797781	0.3375	0.1	9.91565161631443
30	20	R	0.7375	0.0863277787280372	0.2625	0.1	19.9595065478701
30	30	R	0.79	0.065427072029749	0.21	0.1	29.8817674341146
30	40	R	0.8175	0.0691373326086125	0.1825	0.1	39.9251328716055
30	50	R	0.863333333333333	0.064572367490087	0.136666666666667	0.1	49.8990353960078
30	60	R	0.8875	0.0650854139658887	0.1125	0.1	60.0916985069867
30	70	R	0.9	0.0729495539869889	0.1	0.1	70.1967659321614
30	80	R	0.918333333333333	0.0618666742286745	0.0816666666666667	0.1	79.9631070830859
30	90	R	0.929166666666667	0.0545783947143064	0.0708333333333334	0.1	89.8001427099109
30	100	R	0.9425	0.0499926895240489	0.0575000000000001	0.1	100.128084918903
40	10	R	0.673125	0.100678210024236	0.326875	0.1	9.70240113642067
40	20	R	0.740625	0.0820055959258751	0.259375	0.1	20.2021294080652
40	30	R	0.790625	0.0674823319957079	0.209375	0.1	29.7433750854805
40	40	R	0.81625	0.0735719304311666	0.18375	0.1	39.8162707275245
40	50	R	0.861875	0.0627593304029893	0.138125	0.1	50.2257858257741
40	60	R	0.884375	0.0604091041848913	0.115625	0.1	59.8294530311599
40	70	R	0.896875	0.0727598564493245	0.103125	0.1	70.2784307348542
40	80	R	0.91375	0.0610893435448184	0.08625	0.1	80.2562211751472
40	90	R	0.92875	0.0547271942408314	0.07125	0.1	90.2192404809874
40	100	R	0.943125	0.0475510459788658	0.056875	0.1	99.9378192317206
50	10	R	0.67	0.104730229889137	0.33	0.1	10.2685349026695
50	20	R	0.738	0.0787801738350055	0.262	0.1	19.887794154929
50	30	R	0.793	0.070120197555791	0.207	0.1	30.1653634665068
50	40	R	0.823	0.0714584899747657	0.177	0.1	39.984431496216
50	50	R	0.8665	0.0607215387087473	0.1335	0.1	49.8018803851679
50	60	R	0.889	0.0581196587811913	0.111	0.1	59.9904756321106
50	70	R	0.8995	0.0669229722182623	0.1005	0.1	69.7780867034569
50	80	R	0.916	0.0588843648267741	0.084	0.1	79.7882010633126
50	90	R	0.931	0.0519007149327089	0.0690000000000001	0.1	89.98484183033
50	100	R	0.944	0.0460434577328853	0.056	0.1	99.7787372930907
