Num.of.Individuals	Num.of.Markers	Type	accuracy	SD	misclassification	FST	jittered_x
10	10	T	0.95	0	0.05	0.02	9.75494028697722
10	20	T	1	0	0	0.02	19.8338023356162
10	30	T	1	0	0	0.02	29.9159038175829
10	40	T	1	0	0	0.02	40.1461929951794
10	50	T	1	0	0	0.02	50.1133087857626
10	60	T	1	0	0	0.02	60.2498692282476
10	70	T	1	0	0	0.02	70.0546267030761
10	80	T	1	0	0	0.02	79.9214969358407
10	90	T	1	0	0	0.02	90.2151526367292
10	100	T	1	0	0	0.02	99.7993345906492
20	10	T	0.975	0	0.025	0.02	9.8531172464136
20	20	T	1	0	0	0.02	19.7455040450208
20	30	T	1	0	0	0.02	30.1876231307164
20	40	T	1	0	0	0.02	40.2497305979952
20	50	T	1	0	0	0.02	50.1970196233131
20	60	T	1	0	0	0.02	60.0821247747168
20	70	T	1	0	0	0.02	70.0629038488027
20	80	T	1	0	0	0.02	79.7456109900027
20	90	T	1	0	0	0.02	89.8802657618187
20	100	T	1	0	0	0.02	100.061445163656
30	10	T	0.933333333333333	0	0.066666666666667	0.02	9.83954136548564
30	20	T	0.983333333333333	0	0.0166666666666671	0.02	19.9207161746919
30	30	T	1	0	0	0.02	30.1901743956842
30	40	T	1	0	0	0.02	40.012639859831
30	50	T	1	0	0	0.02	49.707234112313
30	60	T	1	0	0	0.02	60.0891855619848
30	70	T	1	0	0	0.02	70.2659144388046
30	80	T	1	0	0	0.02	79.7265769542661
30	90	T	1	0	0	0.02	89.9483271519653
30	100	T	1	0	0	0.02	100.051861608215
40	10	T	0.9125	0	0.0875	0.02	10.2755232248921
40	20	T	0.9875	0	0.0125	0.02	19.9575905427337
40	30	T	1	0	0	0.02	29.7282265889458
40	40	T	1	0	0	0.02	40.2090224300046
40	50	T	1	0	0	0.02	49.7650988807902
40	60	T	1	0	0	0.02	60.2795579753816
40	70	T	1	0	0	0.02	69.841356394114
40	80	T	1	0	0	0.02	79.8166771780234
40	90	T	1	0	0	0.02	90.175738145085
40	100	T	1	0	0	0.02	99.8843531594612
50	10	T	0.93	0	0.07	0.02	9.72334684454836
50	20	T	0.99	0	0.01	0.02	19.968980588438
50	30	T	1	0	0	0.02	29.7756099330727
50	40	T	1	0	0	0.02	39.8607889675535
50	50	T	1	0	0	0.02	49.9714964116458
50	60	T	1	0	0	0.02	59.8537751316559
50	70	T	1	0	0	0.02	69.7049862121698
50	80	T	1	0	0	0.02	80.0246379124466
50	90	T	1	0	0	0.02	89.7861005860381
50	100	T	1	0	0	0.02	99.8689888282213
10	10	R	0.67	0.105630936457281	0.33	0.02	10.1676717866212
10	20	R	0.7125	0.10987433012789	0.2875	0.02	19.7052564971149
10	30	R	0.7825	0.09634778013448	0.2175	0.02	29.713657387672
10	40	R	0.8025	0.0865645484747167	0.1975	0.02	40.0485197903588
10	50	R	0.825	0.059603956067927	0.175	0.02	50.2160152355675
10	60	R	0.875	0.0786397515657049	0.125	0.02	60.0392110245768
10	70	R	0.89	0.0575828921962436	0.11	0.02	70.2551869682968
10	80	R	0.9	0.0512989176042577	0.1	0.02	80.0869646198582
10	90	R	0.9125	0.0509772911258171	0.0875	0.02	89.8484660520684
10	100	R	0.9275	0.0472256620694166	0.0725	0.02	100.079360650061
20	10	R	0.67875	0.0867069322791618	0.32125	0.02	9.77604829794727
20	20	R	0.715	0.0718184846459608	0.285	0.02	19.8753563151695
20	30	R	0.78625	0.0641108209931916	0.21375	0.02	29.971965432493
20	40	R	0.81625	0.0608465498740804	0.18375	0.02	40.283269414492
20	50	R	0.83625	0.04403572114593	0.16375	0.02	49.8686320284847
20	60	R	0.87	0.0565452776193789	0.13	0.02	60.1043881515507
20	70	R	0.8875	0.0576399897731829	0.1125	0.02	69.9124850702006
20	80	R	0.89625	0.0501805949074257	0.10375	0.02	79.8667421012651
20	90	R	0.91625	0.0399629762866107	0.08375	0.02	89.9539253488183
20	100	R	0.93	0.0320361637758594	0.07	0.02	100.197028237535
30	10	R	0.671666666666667	0.0616773343072758	0.328333333333333	0.02	10.0094095193315
30	20	R	0.715	0.0584647642171827	0.285	0.02	19.9909109455533
30	30	R	0.791666666666667	0.0552770798392567	0.208333333333333	0.02	30.2819832106121
30	40	R	0.818333333333333	0.052953692668703	0.181666666666667	0.02	39.7126542937476
30	50	R	0.840833333333333	0.0457155584096023	0.159166666666667	0.02	49.9517112825066
30	60	R	0.871666666666667	0.0462323144627738	0.128333333333333	0.02	59.9113565686159
30	70	R	0.890833333333333	0.0479018855920605	0.109166666666667	0.02	69.9056482668035
30	80	R	0.903333333333333	0.0406813318394804	0.0966666666666667	0.02	80.070086844638
30	90	R	0.919166666666667	0.0321159267114933	0.0808333333333333	0.02	90.0707856757566
30	100	R	0.93	0.0245425993180541	0.0700000000000001	0.02	99.8787075116765
40	10	R	0.669375	0.059254552345657	0.330625	0.02	10.1042415056843
40	20	R	0.716875	0.0576792115702739	0.283125	0.02	20.2953523572069
40	30	R	0.78875	0.0530174995936049	0.21125	0.02	30.0949093608186
40	40	R	0.829375	0.0506982494766831	0.170625	0.02	39.8535068395082
40	50	R	0.848125	0.0446615562342285	0.151875	0.02	50.039243469527
40	60	R	0.875625	0.0461467553173112	0.124375	0.02	59.7895790187176
40	70	R	0.891875	0.0395856416686125	0.108125	0.02	69.7629232505336
40	80	R	0.900625	0.0345256864713186	0.099375	0.02	80.0646321399603
40	90	R	0.916875	0.0296012424170267	0.083125	0.02	90.2451991343871
40	100	R	0.92875	0.0247021733542021	0.07125	0.02	100.159635649389
50	10	R	0.6675	0.0556185315576704	0.3325	0.02	10.1680853927508
50	20	R	0.7255	0.0596899885813535	0.2745	0.02	20.1926433696412
50	30	R	0.793	0.0497467269486673	0.207	0.02	29.8243774613366
50	40	R	0.8335	0.0442808025411036	0.1665	0.02	40.2952203447465
50	50	R	0.8545	0.0351650244898027	0.1455	0.02	50.2343112837058
50	60	R	0.8785	0.041074386948047	0.1215	0.02	60.0261069282889
50	70	R	0.894	0.0316892809371843	0.106	0.02	69.9936056191567
50	80	R	0.906	0.0303315017762062	0.094	0.02	79.8147948203608
50	90	R	0.922	0.0252565780905115	0.078	0.02	90.1948298913427
50	100	R	0.932	0.0190843005194267	0.0679999999999999	0.02	100.002055947715
10	10	T	0.95	0	0.05	0.03	10.1569314813241
10	20	T	1	0	0	0.03	19.7221311861184
10	30	T	1	0	0	0.03	30.1457662737463
10	40	T	1	0	0	0.03	39.9402448008303
10	50	T	1	0	0	0.03	50.0332126093097
10	60	T	1	0	0	0.03	59.8209981068037
10	70	T	1	0	0	0.03	70.0434383758344
10	80	T	1	0	0	0.03	79.7803323809989
10	90	T	1	0	0	0.03	89.968105845619
10	100	T	1	0	0	0.03	100.262238971191
20	10	T	0.95	0	0.05	0.03	9.89517683382146
20	20	T	0.975	0	0.025	0.03	20.0151201950386
20	30	T	1	0	0	0.03	29.7065782909747
20	40	T	1	0	0	0.03	40.1329863682389
20	50	T	1	0	0	0.03	50.1973282252904
20	60	T	1	0	0	0.03	59.7859573708847
20	70	T	1	0	0	0.03	70.2769698096439
20	80	T	1	0	0	0.03	79.8188939709682
20	90	T	1	0	0	0.03	89.7080772448797
20	100	T	1	0	0	0.03	99.7842172229662
30	10	T	0.966666666666667	0	0.033333333333333	0.03	9.93430328569375
30	20	T	0.983333333333333	0	0.0166666666666671	0.03	20.2785120599903
30	30	T	1	0	0	0.03	30.0795871445909
30	40	T	1	0	0	0.03	40.0037549931556
30	50	T	1	0	0	0.03	49.7281642094255
30	60	T	1	0	0	0.03	59.755292451242
30	70	T	1	0	0	0.03	69.7664939224254
30	80	T	1	0	0	0.03	80.0566565696616
30	90	T	1	0	0	0.03	90.0787598830182
30	100	T	1	0	0	0.03	99.907439537067
40	10	T	0.975	0	0.025	0.03	10.1962729347404
40	20	T	0.9875	0	0.0125	0.03	19.8547881803475
40	30	T	1	0	0	0.03	30.1193929041736
40	40	T	1	0	0	0.03	40.2935918129049
40	50	T	1	0	0	0.03	49.9258315556217
40	60	T	1	0	0	0.03	59.7895556788892
40	70	T	1	0	0	0.03	70.0525958317798
40	80	T	1	0	0	0.03	80.2736501506064
40	90	T	1	0	0	0.03	89.8052002262324
40	100	T	1	0	0	0.03	99.7909816793632
50	10	T	0.98	0	0.02	0.03	10.0749575107358
50	20	T	0.99	0	0.01	0.03	19.8713862147182
50	30	T	1	0	0	0.03	30.1209203241393
50	40	T	1	0	0	0.03	39.9377509885002
50	50	T	1	0	0	0.03	50.0280709332321
50	60	T	1	0	0	0.03	60.2615738082211
50	70	T	1	0	0	0.03	69.9195466063917
50	80	T	1	0	0	0.03	80.2938591278624
50	90	T	1	0	0	0.03	90.1624179440551
50	100	T	1	0	0	0.03	100.251854463713
10	10	R	0.6925	0.126984250992003	0.3075	0.03	10.2797729051206
10	20	R	0.755	0.0901752679362164	0.245	0.03	19.7454731349368
10	30	R	0.8275	0.089552983434977	0.1725	0.03	29.850396905886
10	40	R	0.875	0.0734488722997519	0.125	0.03	39.9749221016187
10	50	R	0.905	0.0646854738431728	0.095	0.03	50.1889257385395
10	60	R	0.91	0.0575828921962436	0.09	0.03	59.7586421936285
10	70	R	0.91	0.0619847179807886	0.09	0.03	70.0626787006855
10	80	R	0.935	0.05871429486124	0.0650000000000001	0.03	80.2551362034399
10	90	R	0.9475	0.059548741645638	0.0525	0.03	89.8701356606092
10	100	R	0.96	0.0552506251453082	0.04	0.03	99.9731365099549
20	10	R	0.7025	0.0942072184070839	0.2975	0.03	9.75832442701794
20	20	R	0.77	0.0641749254197586	0.23	0.03	20.1953434509691
20	30	R	0.83	0.074604218873226	0.17	0.03	29.7134994047228
20	40	R	0.88375	0.0613847872462156	0.11625	0.03	40.1394489692524
20	50	R	0.9025	0.0472256620694166	0.0975	0.03	50.1044357310049
20	60	R	0.92125	0.0453603989121975	0.07875	0.03	60.1590879773721
20	70	R	0.92375	0.0534808130867609	0.07625	0.03	69.9546861453913
20	80	R	0.94	0.0454509567961359	0.0600000000000001	0.03	79.9440688190982
20	90	R	0.95375	0.0431300054303388	0.04625	0.03	89.701308548497
20	100	R	0.96125	0.0384528077135159	0.0387500000000001	0.03	100.017679682653
30	10	R	0.690833333333333	0.0612909369105125	0.309166666666667	0.03	10.0201582224574
30	20	R	0.758333333333333	0.0528431420415055	0.241666666666667	0.03	19.7237652143929
30	30	R	0.821666666666667	0.0551711849530423	0.178333333333333	0.03	30.0782541027758
30	40	R	0.868333333333333	0.0529536926687031	0.131666666666667	0.03	39.7327088868245
30	50	R	0.895	0.0394034462826206	0.105	0.03	50.198005682556
30	60	R	0.915833333333333	0.0387958368779992	0.0841666666666667	0.03	59.8968094989192
30	70	R	0.923333333333333	0.0437296318502041	0.0766666666666668	0.03	70.0777237622999
30	80	R	0.944166666666667	0.033013819541243	0.0558333333333334	0.03	79.8986325277947
30	90	R	0.954166666666667	0.0332784636116344	0.0458333333333333	0.03	90.254847066896
30	100	R	0.960833333333333	0.0297528808374695	0.0391666666666667	0.03	99.7193636776879
40	10	R	0.69375	0.0550866542248139	0.30625	0.03	9.87322842390276
40	20	R	0.766875	0.0492167266710265	0.233125	0.03	20.0805786738638
40	30	R	0.824375	0.0567014051157929	0.175625	0.03	30.0226607240271
40	40	R	0.866875	0.0442917584706348	0.133125	0.03	39.9381412209943
40	50	R	0.89875	0.0319075556140416	0.10125	0.03	50.0240555774886
40	60	R	0.916875	0.0317460627480007	0.083125	0.03	60.0399887361098
40	70	R	0.930625	0.0342866688072017	0.069375	0.03	70.2797303645872
40	80	R	0.946875	0.0283525154365349	0.053125	0.03	80.0447589409072
40	90	R	0.956875	0.0267404065433804	0.043125	0.03	90.2357603802346
40	100	R	0.963125	0.028236256554482	0.036875	0.03	100.090169908805
50	10	R	0.698	0.0503252578627012	0.302	0.03	10.0939834876917
50	20	R	0.766	0.0529547970094853	0.234	0.03	20.0206645533908
50	30	R	0.822	0.0547338055837908	0.178	0.03	29.8664291478228
50	40	R	0.8635	0.0382890667368499	0.1365	0.03	40.2541916139424
50	50	R	0.896	0.0274149402218648	0.104	0.03	49.8852405023761
50	60	R	0.917	0.0265766022936282	0.083	0.03	59.8476765273605
50	70	R	0.9305	0.0326826849376981	0.0695	0.03	70.2318442737684
50	80	R	0.9455	0.0239462116551153	0.0545	0.03	79.7623268771451
50	90	R	0.9565	0.0215882521659107	0.0435	0.03	89.7636751529295
50	100	R	0.9615	0.0249789384966826	0.0385	0.03	99.8442218428478
10	10	T	1	0	0	0.04	10.0406303263735
10	20	T	1	0	0	0.04	20.1631633229554
10	30	T	1	0	0	0.04	29.8211324105971
10	40	T	1	0	0	0.04	40.0208628933877
10	50	T	1	0	0	0.04	49.7802680733614
10	60	T	1	0	0	0.04	60.0352285662666
10	70	T	1	0	0	0.04	70.2007580791134
10	80	T	1	0	0	0.04	79.9837813390885
10	90	T	1	0	0	0.04	90.0456287206616
10	100	T	1	0	0	0.04	100.287991478387
20	10	T	0.95	0	0.05	0.04	9.91418038806878
20	20	T	0.975	0	0.025	0.04	19.740853962535
20	30	T	1	0	0	0.04	30.2518510096706
20	40	T	1	0	0	0.04	39.9086590339895
20	50	T	1	0	0	0.04	49.9635967227165
20	60	T	1	0	0	0.04	60.2308706518728
20	70	T	1	0	0	0.04	70.2174755477812
20	80	T	1	0	0	0.04	79.7109558167402
20	90	T	1	0	0	0.04	90.1766243554652
20	100	T	1	0	0	0.04	100.184815648431
30	10	T	0.95	0	0.05	0.04	9.85042217536829
30	20	T	0.983333333333333	0	0.0166666666666671	0.04	20.1402946641669
30	30	T	1	0	0	0.04	30.0168463429436
30	40	T	1	0	0	0.04	40.1176249467768
30	50	T	1	0	0	0.04	49.7962553500198
30	60	T	1	0	0	0.04	59.713705680985
30	70	T	1	0	0	0.04	69.8258841624949
30	80	T	1	0	0	0.04	80.2121900473256
30	90	T	1	0	0	0.04	90.2297872119583
30	100	T	1	0	0	0.04	99.974082018109
40	10	T	0.95	0	0.05	0.04	10.0310322019272
40	20	T	0.9875	0	0.0125	0.04	20.043329683505
40	30	T	1	0	0	0.04	30.1279766579624
40	40	T	1	0	0	0.04	40.209870708501
40	50	T	1	0	0	0.04	50.2711735002231
40	60	T	1	0	0	0.04	59.7467434889171
40	70	T	1	0	0	0.04	70.2599618717097
40	80	T	1	0	0	0.04	79.9912935945205
40	90	T	1	0	0	0.04	89.7550788254477
40	100	T	1	0	0	0.04	99.7608190824278
50	10	T	0.96	0	0.04	0.04	9.74760608216748
50	20	T	0.99	0	0.01	0.04	19.9175906431861
50	30	T	1	0	0	0.04	30.1948426448274
50	40	T	1	0	0	0.04	40.1624181368388
50	50	T	1	0	0	0.04	50.2718918071128
50	60	T	1	0	0	0.04	60.2704732837155
50	70	T	1	0	0	0.04	69.9607923438307
50	80	T	1	0	0	0.04	79.8953893972095
50	90	T	1	0	0	0.04	90.080631519109
50	100	T	1	0	0	0.04	99.8279596045613
10	10	R	0.7025	0.117512597309037	0.2975	0.04	9.7441703802906
10	20	R	0.79	0.100786381703294	0.21	0.04	20.1810360672418
10	30	R	0.865	0.0690156351469494	0.135	0.04	30.0712469183374
10	40	R	0.8975	0.0751752338837312	0.1025	0.04	39.8260059597902
10	50	R	0.915	0.0650910293762755	0.085	0.04	50.0242720796727
10	60	R	0.9275	0.0549521322798785	0.0725	0.04	60.0232678217813
10	70	R	0.97	0.0376968517462526	0.03	0.04	69.993680886412
10	80	R	0.9625	0.0358175199705689	0.0375	0.04	80.1899759310763
10	90	R	0.97	0.0410391340834062	0.03	0.04	90.2135326959193
10	100	R	0.98	0.029912152080806	0.02	0.04	99.7121175617911
20	10	R	0.70375	0.0816261535745035	0.29625	0.04	10.0229140543379
20	20	R	0.79125	0.0603035086698505	0.20875	0.04	19.9865559243597
20	30	R	0.84625	0.0356102808927865	0.15375	0.04	30.0020708046388
20	40	R	0.885	0.0482591687497936	0.115	0.04	40.0479008644819
20	50	R	0.90125	0.0455052050232776	0.09875	0.04	50.1920586037915
20	60	R	0.91625	0.0346742358470803	0.08375	0.04	59.9002716634423
20	70	R	0.9425	0.0363643839636069	0.0575	0.04	69.8534888487309
20	80	R	0.95	0.0314140431218771	0.05	0.04	80.1500785533804
20	90	R	0.9625	0.0308860384060671	0.0375	0.04	89.9904414473567
20	100	R	0.97	0.0320361637758594	0.03	0.04	100.182672755513
30	10	R	0.7025	0.063355259362494	0.2975	0.04	9.90417516310699
30	20	R	0.7875	0.0537687815683508	0.2125	0.04	20.0697632113937
30	30	R	0.8525	0.0351583718495483	0.1475	0.04	30.2426020078361
30	40	R	0.8825	0.039170865769679	0.1175	0.04	39.8267872698139
30	50	R	0.9025	0.0379577327258124	0.0975	0.04	49.892191581009
30	60	R	0.915833333333333	0.0344017373422295	0.0841666666666666	0.04	59.7029316379689
30	70	R	0.9375	0.0314721635103689	0.0625000000000001	0.04	69.9243875586428
30	80	R	0.950833333333333	0.0278230625024914	0.0491666666666666	0.04	80.2449296123348
30	90	R	0.959166666666667	0.025635205142344	0.0408333333333333	0.04	89.914230741933
30	100	R	0.966666666666667	0.0241825416703337	0.0333333333333334	0.04	99.9643103145063
40	10	R	0.711875	0.0613009991761961	0.288125	0.04	10.0089708679356
40	20	R	0.791875	0.050372787923222	0.208125	0.04	19.8619946562685
40	30	R	0.84625	0.0295525847119655	0.15375	0.04	30.0927137109451
40	40	R	0.875625	0.0363813410099767	0.124375	0.04	39.7542187124025
40	50	R	0.89625	0.0332207528670353	0.10375	0.04	49.8846742770169
40	60	R	0.915625	0.0329161114765527	0.084375	0.04	59.7798072684556
40	70	R	0.936875	0.0267404065433804	0.063125	0.04	70.2609740137588
40	80	R	0.948125	0.0260550404255865	0.051875	0.04	80.1741451449692
40	90	R	0.95625	0.02612596006798	0.04375	0.04	89.75849966635
40	100	R	0.965	0.0220644987539522	0.035	0.04	99.9633694828954
50	10	R	0.7035	0.0622621791087368	0.2965	0.04	9.82357902037911
50	20	R	0.7895	0.0446595307208946	0.2105	0.04	20.1297784656752
50	30	R	0.841	0.0286356421265527	0.159	0.04	29.8977014186326
50	40	R	0.877	0.0326222397501427	0.123	0.04	40.1979839412961
50	50	R	0.896	0.033466401061363	0.104	0.04	49.9811724889092
50	60	R	0.9165	0.0326504614298014	0.0835	0.04	60.2209571833257
50	70	R	0.937	0.0249420380714547	0.0629999999999999	0.04	70.1800544016529
50	80	R	0.9495	0.0264525394264003	0.0505	0.04	80.1546465848573
50	90	R	0.959	0.0261372893532754	0.041	0.04	90.1304179108702
50	100	R	0.967	0.0186660400897346	0.033	0.04	100.036188040348
10	10	T	1	0	0	0.05	10.1853984410409
10	20	T	1	0	0	0.05	19.9520270004403
10	30	T	1	0	0	0.05	29.7556777194142
10	40	T	1	0	0	0.05	40.1657737433445
10	50	T	1	0	0	0.05	49.8647577896249
10	60	T	1	0	0	0.05	60.1809675120749
10	70	T	1	0	0	0.05	70.253629685007
10	80	T	1	0	0	0.05	79.9194987131748
10	90	T	1	0	0	0.05	90.2674806443509
10	100	T	1	0	0	0.05	99.8293688929174
20	10	T	1	0	0	0.05	10.0484452985693
20	20	T	1	0	0	0.05	20.1328340824693
20	30	T	1	0	0	0.05	29.7818554422352
20	40	T	1	0	0	0.05	39.8798105159309
20	50	T	1	0	0	0.05	50.2743982413318
20	60	T	1	0	0	0.05	60.1108811482787
20	70	T	1	0	0	0.05	69.8112684957217
20	80	T	1	0	0	0.05	80.0070088905748
20	90	T	1	0	0	0.05	89.7877554696053
20	100	T	1	0	0	0.05	100.163913538773
30	10	T	1	0	0	0.05	10.1448191524949
30	20	T	1	0	0	0.05	20.2404595112428
30	30	T	1	0	0	0.05	29.8297718573827
30	40	T	1	0	0	0.05	39.8424536838662
30	50	T	1	0	0	0.05	50.2071132027544
30	60	T	1	0	0	0.05	60.0324394337833
30	70	T	1	0	0	0.05	69.9006395194679
30	80	T	1	0	0	0.05	79.7388141280506
30	90	T	1	0	0	0.05	89.8912007449195
30	100	T	1	0	0	0.05	100.020828940114
40	10	T	1	0	0	0.05	9.72470555244945
40	20	T	1	0	0	0.05	19.7681830186863
40	30	T	1	0	0	0.05	29.9915864895098
40	40	T	1	0	0	0.05	40.0789574244991
40	50	T	1	0	0	0.05	50.1325542578008
40	60	T	1	0	0	0.05	59.9862909700256
40	70	T	1	0	0	0.05	69.9082267832942
40	80	T	1	0	0	0.05	80.1539483297151
40	90	T	1	0	0	0.05	90.1138822929002
40	100	T	1	0	0	0.05	100.04331102916
50	10	T	1	0	0	0.05	10.2367790262215
50	20	T	1	0	0	0.05	20.1474307769444
50	30	T	1	0	0	0.05	29.826447750628
50	40	T	1	0	0	0.05	39.9600325607695
50	50	T	1	0	0	0.05	49.8900789699517
50	60	T	1	0	0	0.05	60.0992280911654
50	70	T	1	0	0	0.05	69.7493646007031
50	80	T	1	0	0	0.05	79.7961285333615
50	90	T	1	0	0	0.05	89.8484812920447
50	100	T	1	0	0	0.05	99.9517042623833
10	10	R	0.7	0.0827170191868511	0.3	0.05	10.0819184631109
10	20	R	0.79	0.085224162622679	0.21	0.05	20.2200847636908
10	30	R	0.8375	0.0723205583350594	0.1625	0.05	30.1986590155866
10	40	R	0.8975	0.059548741645638	0.1025	0.05	39.7490946386009
10	50	R	0.9225	0.0549521322798785	0.0775	0.05	49.7247494314332
10	60	R	0.94	0.0475726591093754	0.0600000000000001	0.05	60.1398546528071
