Num.of.Individuals	Num.of.Markers	Type	accuracy	SD	misclassification	FST	jittered_x
10	70	R	0.955	0.0359092423229804	0.045	0.05	69.7698221583851
10	80	R	0.965	0.0400657354593016	0.035	0.05	79.8335220632143
10	90	R	0.9825	0.02935714743062	0.0175	0.05	89.8964977889322
10	100	R	0.9825	0.02935714743062	0.0175	0.05	100.094317133259
20	10	R	0.7075	0.0628804211851436	0.2925	0.05	10.0301614959724
20	20	R	0.7925	0.0748243557307801	0.2075	0.05	20.2762288607191
20	30	R	0.845	0.0631414452262787	0.155	0.05	30.1100088613573
20	40	R	0.88625	0.0496534039751132	0.11375	0.05	39.951093707094
20	50	R	0.91125	0.0489864374355962	0.08875	0.05	50.0978173970245
20	60	R	0.92375	0.0417345937537371	0.07625	0.05	59.9985280551016
20	70	R	0.9425	0.0345078175734747	0.0575	0.05	70.2890231351834
20	80	R	0.95375	0.0356102808927865	0.04625	0.05	79.7544127608649
20	90	R	0.9725	0.025520889276702	0.0275	0.05	89.7208660568576
20	100	R	0.975	0.0243332131696144	0.025	0.05	100.292052611616
30	10	R	0.705833333333333	0.062892045257927	0.294166666666667	0.05	10.1584243886638
30	20	R	0.7975	0.0472256620694166	0.2025	0.05	19.9770032556728
30	30	R	0.844166666666667	0.048145430272668	0.155833333333333	0.05	29.9904413844924
30	40	R	0.885	0.0489360484929592	0.115	0.05	40.1993950197473
30	50	R	0.9175	0.0413496713606943	0.0825	0.05	49.8755663764197
30	60	R	0.93	0.0388429135084453	0.07	0.05	59.8739541156683
30	70	R	0.946666666666667	0.0313441563987751	0.0533333333333333	0.05	70.0282060049474
30	80	R	0.956666666666667	0.0303006378640906	0.0433333333333334	0.05	79.9741201352328
30	90	R	0.973333333333333	0.0238170414197126	0.0266666666666668	0.05	89.7401278439909
30	100	R	0.978333333333333	0.0203046965442576	0.0216666666666667	0.05	100.188822003407
40	10	R	0.7075	0.0600712296493001	0.2925	0.05	9.91252895058133
40	20	R	0.803125	0.0512788750492422	0.196875	0.05	19.7320302805398
40	30	R	0.846875	0.0472735251933947	0.153125	0.05	29.7790306407027
40	40	R	0.88375	0.0491874770112967	0.11625	0.05	39.7597996344324
40	50	R	0.911875	0.0439562806122533	0.088125	0.05	50.2567392962053
40	60	R	0.923125	0.0393773495539598	0.076875	0.05	60.1696395529434
40	70	R	0.9425	0.0301858279748347	0.0575	0.05	70.2140135286841
40	80	R	0.95375	0.0301039864469807	0.04625	0.05	79.995989126619
40	90	R	0.969375	0.0248267019875566	0.030625	0.05	90.2274224826135
40	100	R	0.975625	0.0216411371186792	0.024375	0.05	100.29498131955
50	10	R	0.714	0.0565126907032953	0.286	0.05	10.2974568872713
50	20	R	0.805	0.0503147984927737	0.195	0.05	19.9437412824016
50	30	R	0.85	0.0393366040864311	0.15	0.05	29.884206132777
50	40	R	0.88	0.0477934150936694	0.12	0.05	39.8459364944138
50	50	R	0.9105	0.0380408367830926	0.0895	0.05	50.0349038327578
50	60	R	0.9245	0.0337911542457957	0.0755	0.05	60.2596553332172
50	70	R	0.9445	0.0239462116551153	0.0555	0.05	70.2415436094161
50	80	R	0.9535	0.0249789384966826	0.0465	0.05	79.7690579526126
50	90	R	0.9665	0.0232322371308762	0.0335	0.05	90.0895718302578
50	100	R	0.9765	0.0178517285024817	0.0235	0.05	99.9495819347445
10	10	T	0.95	0	0.05	0.06	9.90424393941648
10	20	T	1	0	0	0.06	19.9012650655117
10	30	T	1	0	0	0.06	30.2529437927529
10	40	T	1	0	0	0.06	40.1974863406736
10	50	T	1	0	0	0.06	50.0014620742295
10	60	T	1	0	0	0.06	59.9287397772074
10	70	T	1	0	0	0.06	70.1284127294086
10	80	T	1	0	0	0.06	80.0709507542662
10	90	T	1	0	0	0.06	89.7788035824895
10	100	T	1	0	0	0.06	99.8367887086701
20	10	T	0.975	0	0.025	0.06	9.84221650953405
20	20	T	1	0	0	0.06	20.2624455188867
20	30	T	1	0	0	0.06	29.8794113525189
20	40	T	1	0	0	0.06	39.7848962578457
20	50	T	1	0	0	0.06	49.8763697572518
20	60	T	1	0	0	0.06	60.0403151914012
20	70	T	1	0	0	0.06	70.2357995980419
20	80	T	1	0	0	0.06	79.7235758069903
20	90	T	1	0	0	0.06	90.2230666436255
20	100	T	1	0	0	0.06	100.039042194886
30	10	T	0.983333333333333	0	0.0166666666666671	0.06	10.2814664559439
30	20	T	1	0	0	0.06	20.2419570487458
30	30	T	1	0	0	0.06	30.1960322925355
30	40	T	1	0	0	0.06	39.9015924794134
30	50	T	1	0	0	0.06	50.2818282726686
30	60	T	1	0	0	0.06	59.9387521308381
30	70	T	1	0	0	0.06	69.963011439424
30	80	T	1	0	0	0.06	79.7034540615976
30	90	T	1	0	0	0.06	89.9483722257894
30	100	T	1	0	0	0.06	100.145509637753
40	10	T	0.9875	0	0.0125	0.06	10.0232848254498
40	20	T	1	0	0	0.06	19.938944012858
40	30	T	1	0	0	0.06	29.7915272339713
40	40	T	1	0	0	0.06	39.9973442114424
40	50	T	1	0	0	0.06	50.2351872540545
40	60	T	1	0	0	0.06	60.1877170379274
40	70	T	1	0	0	0.06	70.0599805777892
40	80	T	1	0	0	0.06	80.0291930313222
40	90	T	1	0	0	0.06	89.7622891771607
40	100	T	1	0	0	0.06	100.176100027747
50	10	T	0.98	0	0.02	0.06	10.2588011352811
50	20	T	1	0	0	0.06	20.133639422711
50	30	T	1	0	0	0.06	30.2427058851812
50	40	T	1	0	0	0.06	39.8419809260871
50	50	T	1	0	0	0.06	50.0582125273533
50	60	T	1	0	0	0.06	60.0434611227829
50	70	T	1	0	0	0.06	70.2099324761424
50	80	T	1	0	0	0.06	79.8525083610788
50	90	T	1	0	0	0.06	89.7289154356811
50	100	T	1	0	0	0.06	100.121016483288
10	10	R	0.7425	0.134041431144098	0.2575	0.06	10.1271844384726
10	20	R	0.805	0.105006265477226	0.195	0.06	19.8580885720439
10	30	R	0.8925	0.0712205617855731	0.1075	0.06	30.112268482754
10	40	R	0.9	0.0743391941675028	0.1	0.06	39.8359085391276
10	50	R	0.92	0.0732695097065046	0.0800000000000001	0.06	49.8224975854158
10	60	R	0.97	0.0410391340834062	0.03	0.06	60.1923298931681
10	70	R	0.98	0.029912152080806	0.02	0.06	69.7800317092799
10	80	R	0.985	0.0235081172990814	0.015	0.06	79.8588873306755
10	90	R	0.9925	0.0183173774266262	0.00750000000000006	0.06	90.0702021338046
10	100	R	0.995	0.0153896752812773	0.005	0.06	99.8872472024988
20	10	R	0.71125	0.0961341579033669	0.28875	0.06	9.87414746494033
20	20	R	0.79375	0.0906391776568819	0.20625	0.06	20.0361882623285
20	30	R	0.8725	0.0751752338837312	0.1275	0.06	30.1608125588391
20	40	R	0.8925	0.0644307053311826	0.1075	0.06	39.8595802721102
20	50	R	0.9225	0.055547514037889	0.0775	0.06	49.9285765726119
20	60	R	0.95625	0.0333196243739489	0.04375	0.06	59.9463131790049
20	70	R	0.96875	0.0241636416739565	0.03125	0.06	70.0565585209522
20	80	R	0.98	0.0223606797749979	0.02	0.06	79.7230306862853
20	90	R	0.98875	0.0171583185288315	0.01125	0.06	89.9097813350614
20	100	R	0.99125	0.01467857371531	0.00875000000000004	0.06	100.062255366379
30	10	R	0.704166666666667	0.0868343519487684	0.295833333333333	0.06	10.203235270828
30	20	R	0.794166666666667	0.0772848834920145	0.205833333333333	0.06	20.1981802565046
30	30	R	0.87	0.0634302121458339	0.13	0.06	30.2507297532633
30	40	R	0.895833333333333	0.0577033652621154	0.104166666666667	0.06	39.9085359770339
30	50	R	0.924166666666667	0.0479018855920605	0.0758333333333334	0.06	50.2961711991578
30	60	R	0.9575	0.0272925455195309	0.0425	0.06	60.2547507839743
30	70	R	0.970833333333333	0.0241068527783531	0.0291666666666667	0.06	69.7575629411731
30	80	R	0.978333333333333	0.0144084120978435	0.0216666666666667	0.06	79.8606857011095
30	90	R	0.986666666666667	0.0167541563316678	0.0133333333333334	0.06	89.8490321722347
30	100	R	0.990833333333333	0.0137596324580316	0.00916666666666677	0.06	99.7118256104644
40	10	R	0.70875	0.0714165873405361	0.29125	0.06	10.2502039453015
40	20	R	0.806875	0.067555410979666	0.193125	0.06	19.8209366360214
40	30	R	0.8675	0.0473647659408508	0.1325	0.06	30.0626972709317
40	40	R	0.89875	0.0479686026699263	0.10125	0.06	40.1993424716406
40	50	R	0.92375	0.0392989553898935	0.07625	0.06	49.8134530176409
40	60	R	0.956875	0.0208672968768686	0.043125	0.06	59.9705328710843
40	70	R	0.97	0.0196180636417724	0.03	0.06	70.2978962574154
40	80	R	0.974375	0.0143241377071233	0.025625	0.06	79.8035940451548
40	90	R	0.984375	0.0161586501194936	0.015625	0.06	90.1184998672921
40	100	R	0.99	0.0111803398874989	0.01	0.06	99.7522280598525
50	10	R	0.706	0.07170113410246	0.294	0.06	9.72025863877498
50	20	R	0.811	0.0660063792770302	0.189	0.06	20.116527924547
50	30	R	0.871	0.0390546176257653	0.129	0.06	29.9364352111705
50	40	R	0.9025	0.0398516987685198	0.0975	0.06	40.1771606332622
50	50	R	0.9265	0.0334467369189629	0.0735	0.06	50.0895510607399
50	60	R	0.955	0.0198679853559757	0.045	0.06	60.0758025228046
50	70	R	0.973	0.018093325317714	0.027	0.06	69.9444870612584
50	80	R	0.976	0.0156944509134179	0.024	0.06	79.7943256956525
50	90	R	0.985	0.0160591013709393	0.015	0.06	89.9807731563225
50	100	R	0.9905	0.00998683343734456	0.00950000000000006	0.06	100.179569132766
10	10	T	0.95	0	0.05	0.07	9.92882394450717
10	20	T	1	0	0	0.07	20.0576163263526
10	30	T	1	0	0	0.07	29.7404714056291
10	40	T	1	0	0	0.07	40.2748645904474
10	50	T	1	0	0	0.07	49.8662385737989
10	60	T	1	0	0	0.07	59.9384164941497
10	70	T	1	0	0	0.07	70.0773069079034
10	80	T	1	0	0	0.07	80.2138538002037
10	90	T	1	0	0	0.07	89.9215421405621
10	100	T	1	0	0	0.07	100.030523688346
20	10	T	0.975	0	0.025	0.07	10.2244761405513
20	20	T	1	0	0	0.07	19.726594940573
20	30	T	1	0	0	0.07	29.8946555807255
20	40	T	1	0	0	0.07	40.1764276784379
20	50	T	1	0	0	0.07	49.9848881569691
20	60	T	1	0	0	0.07	59.991239081556
20	70	T	1	0	0	0.07	70.1382346418686
20	80	T	1	0	0	0.07	79.7236486408394
20	90	T	1	0	0	0.07	90.056881238753
20	100	T	1	0	0	0.07	100.156925280252
30	10	T	0.983333333333333	0	0.0166666666666671	0.07	10.0461680036504
30	20	T	1	0	0	0.07	20.2023182935547
30	30	T	1	0	0	0.07	30.093375065038
30	40	T	1	0	0	0.07	40.1260276949033
30	50	T	1	0	0	0.07	49.8121521466877
30	60	T	1	0	0	0.07	60.0758665490896
30	70	T	1	0	0	0.07	69.8374602629803
30	80	T	1	0	0	0.07	79.7350415101275
30	90	T	1	0	0	0.07	89.7505874830764
30	100	T	1	0	0	0.07	99.7474828247447
40	10	T	0.9875	0	0.0125	0.07	9.81843502181582
40	20	T	1	0	0	0.07	20.2201726170722
40	30	T	1	0	0	0.07	30.1621640879195
40	40	T	1	0	0	0.07	40.0252047524787
40	50	T	1	0	0	0.07	49.7805027227849
40	60	T	1	0	0	0.07	59.9756589754019
40	70	T	1	0	0	0.07	70.1754137210082
40	80	T	1	0	0	0.07	79.9625392138958
40	90	T	1	0	0	0.07	90.0280474686529
40	100	T	1	0	0	0.07	100.262761682458
50	10	T	0.98	0	0.02	0.07	9.94646783350036
50	20	T	1	0	0	0.07	19.7742743554525
50	30	T	1	0	0	0.07	30.0537797869183
50	40	T	1	0	0	0.07	39.9025074557867
50	50	T	1	0	0	0.07	49.9414115370251
50	60	T	1	0	0	0.07	60.2459265240468
50	70	T	1	0	0	0.07	70.1912572812755
50	80	T	1	0	0	0.07	79.9429489701521
50	90	T	1	0	0	0.07	90.038846688671
50	100	T	1	0	0	0.07	100.185352959577
10	10	R	0.705	0.121286958556101	0.295	0.07	9.75111922891811
10	20	R	0.8175	0.0949722951291863	0.1825	0.07	20.0463410526514
10	30	R	0.865	0.0630371653116343	0.135	0.07	29.8577187221032
10	40	R	0.9125	0.0809076796823327	0.0875	0.07	40.2707401090302
10	50	R	0.9275	0.0617188020486123	0.0725	0.07	50.1766582321841
10	60	R	0.9625	0.035817519970569	0.0375	0.07	59.7988700968679
10	70	R	0.9725	0.0379577327258124	0.0275	0.07	70.0807900864165
10	80	R	0.98	0.029912152080806	0.02	0.07	79.7279566466808
10	90	R	0.9875	0.022213082915966	0.0125	0.07	90.2540468844585
10	100	R	0.9875	0.022213082915966	0.0125	0.07	100.276321822032
20	10	R	0.725	0.0835085876453812	0.275	0.07	10.0150356301572
20	20	R	0.82	0.0719100315086772	0.18	0.07	20.141434468748
20	30	R	0.88	0.0402296041818905	0.12	0.07	30.1016450860072
20	40	R	0.9125	0.0401477534273483	0.0875	0.07	39.9253975793719
20	50	R	0.935	0.0296913951738281	0.0650000000000001	0.07	50.1371330189519
20	60	R	0.96125	0.0329223568255277	0.0387500000000001	0.07	60.190634646127
20	70	R	0.97125	0.0306454684552562	0.0287500000000001	0.07	70.1734716385137
20	80	R	0.98375	0.0218773494978855	0.01625	0.07	80.2289642775431
20	90	R	0.98625	0.0189788663629062	0.01375	0.07	89.8046694468241
20	100	R	0.9875	0.0172061800402921	0.0125	0.07	99.9404847001191
30	10	R	0.716666666666667	0.0805681579172283	0.283333333333333	0.07	10.1484623351134
30	20	R	0.815833333333333	0.0771334000515262	0.184166666666667	0.07	19.8025981380139
30	30	R	0.8825	0.0356538753911739	0.1175	0.07	29.7639839034062
30	40	R	0.919166666666667	0.0316574317097288	0.0808333333333332	0.07	39.7786782911979
30	50	R	0.938333333333333	0.0286642185817194	0.0616666666666665	0.07	49.7561046776362
30	60	R	0.960833333333333	0.0249414519102601	0.0391666666666668	0.07	59.759438399272
30	70	R	0.974166666666667	0.0212717037426943	0.0258333333333334	0.07	69.7318127876148
30	80	R	0.985	0.0178525474454599	0.015	0.07	80.0383192093577
30	90	R	0.99	0.0125656172487508	0.01	0.07	89.7422955941409
30	100	R	0.990833333333333	0.011438879019221	0.00916666666666677	0.07	99.9475090068299
40	10	R	0.715	0.0735160204524014	0.285	0.07	10.2999870375264
40	20	R	0.819375	0.0643125335660492	0.180625	0.07	20.2869136166293
40	30	R	0.885	0.035262175948622	0.115	0.07	30.2476099229883
40	40	R	0.921875	0.0321578651261816	0.078125	0.07	39.9470345617738
40	50	R	0.94125	0.0218773494978855	0.05875	0.07	49.9433816553094
40	60	R	0.958125	0.0199814881433053	0.041875	0.07	59.8833965742029
40	70	R	0.969375	0.0204694091396483	0.030625	0.07	69.7017687656917
40	80	R	0.981875	0.0154297005121531	0.0181249999999999	0.07	79.8428731693421
40	90	R	0.988125	0.0124835417966807	0.011875	0.07	89.9503246854991
40	100	R	0.990625	0.0113808183500041	0.00937500000000002	0.07	99.8564299194142
50	10	R	0.717	0.0685258307040798	0.283	0.07	9.803804799309
50	20	R	0.823	0.0652202745358092	0.177	0.07	19.8749372983817
50	30	R	0.8855	0.0388621043935443	0.1145	0.07	30.2912270366214
50	40	R	0.9195	0.0318673236370655	0.0805	0.07	39.724853288522
50	50	R	0.9395	0.0198613615900453	0.0605	0.07	50.2205875053536
50	60	R	0.954	0.0213738650052618	0.046	0.07	59.8104897381272
50	70	R	0.9655	0.0216369566884265	0.0345	0.07	70.2546589053236
50	80	R	0.9795	0.0160509058606475	0.0205	0.07	80.122849036241
50	90	R	0.986	0.0135335839575791	0.014	0.07	89.825670257723
50	100	R	0.9885	0.0122581873821025	0.0115000000000001	0.07	99.8393804448191
10	10	T	1	0	0	0.08	9.85263632507995
10	20	T	1	0	0	0.08	19.7608706614468
10	30	T	1	0	0	0.08	29.9082181618083
10	40	T	1	0	0	0.08	40.1969980111346
10	50	T	1	0	0	0.08	49.8051377890166
10	60	T	1	0	0	0.08	59.8873646241613
10	70	T	1	0	0	0.08	70.2899795621634
10	80	T	1	0	0	0.08	79.9955591496546
10	90	T	1	0	0	0.08	90.1596966899
10	100	T	1	0	0	0.08	100.05888153133
20	10	T	1	0	0	0.08	10.2794676000252
20	20	T	1	0	0	0.08	19.7124611563981
20	30	T	1	0	0	0.08	29.7352698792703
20	40	T	1	0	0	0.08	39.8356642005034
20	50	T	1	0	0	0.08	50.0256747086067
20	60	T	1	0	0	0.08	60.0987854925916
20	70	T	1	0	0	0.08	70.1351124400739
20	80	T	1	0	0	0.08	80.2562851297669
20	90	T	1	0	0	0.08	89.755239668861
20	100	T	1	0	0	0.08	100.203087189142
30	10	T	1	0	0	0.08	9.88950806832872
30	20	T	1	0	0	0.08	19.8954240829218
30	30	T	1	0	0	0.08	30.2522256368771
30	40	T	1	0	0	0.08	40.0881406135857
30	50	T	1	0	0	0.08	49.8113961986266
30	60	T	1	0	0	0.08	60.1597336919513
30	70	T	1	0	0	0.08	69.9184122486506
30	80	T	1	0	0	0.08	80.1056857710239
30	90	T	1	0	0	0.08	89.9067301156931
30	100	T	1	0	0	0.08	99.9134783700108
40	10	T	1	0	0	0.08	9.84396198387258
40	20	T	1	0	0	0.08	20.1693075412884
40	30	T	1	0	0	0.08	30.0613719223067
40	40	T	1	0	0	0.08	40.2966479400173
40	50	T	1	0	0	0.08	49.9258129463997
40	60	T	1	0	0	0.08	59.8685745034833
40	70	T	1	0	0	0.08	69.7442086941097
40	80	T	1	0	0	0.08	79.7953146810178
40	90	T	1	0	0	0.08	90.0036289738957
40	100	T	1	0	0	0.08	100.148669200763
50	10	T	1	0	0	0.08	10.2653428405058
50	20	T	1	0	0	0.08	19.9756030111108
50	30	T	1	0	0	0.08	29.9714423032477
50	40	T	1	0	0	0.08	40.1647687729914
50	50	T	1	0	0	0.08	49.9152862069663
50	60	T	1	0	0	0.08	60.141305772448
50	70	T	1	0	0	0.08	69.9348900334444
50	80	T	1	0	0	0.08	79.9277441357728
50	90	T	1	0	0	0.08	90.030059562251
50	100	T	1	0	0	0.08	99.720007054694
10	10	R	0.78	0.0879593207412561	0.22	0.08	10.2650571518578
10	20	R	0.85	0.0903210647459501	0.15	0.08	20.0099404512905
10	30	R	0.8975	0.0715891053163818	0.1025	0.08	29.7455806557555
10	40	R	0.945	0.0455954753064496	0.055	0.08	40.276115161879
10	50	R	0.9725	0.030240265941465	0.0275	0.08	50.2580735824537
10	60	R	0.985	0.028562028528874	0.015	0.08	60.0662752549164
10	70	R	0.9825	0.02935714743062	0.0175	0.08	69.7905013598502
10	80	R	0.9925	0.0244680242464796	0.00749999999999995	0.08	79.7847125548869
10	90	R	0.99	0.0261574181890298	0.01	0.08	89.7041810522787
10	100	R	0.9925	0.0183173774266262	0.00750000000000006	0.08	99.844404499745
20	10	R	0.7825	0.0721383903925022	0.2175	0.08	10.0583468734752
20	20	R	0.86	0.0581513451896723	0.14	0.08	20.1199880681932
20	30	R	0.89375	0.0518569642077331	0.10625	0.08	29.9446165298112
20	40	R	0.935	0.0318301412930706	0.0650000000000001	0.08	39.9265936611686
20	50	R	0.95875	0.0317006973192439	0.04125	0.08	50.1906367531978
20	60	R	0.9725	0.0267788211681899	0.0275	0.08	59.833339003427
20	70	R	0.98	0.0251312344975017	0.02	0.08	69.8405499597546
20	80	R	0.98625	0.0206394486870474	0.01375	0.08	80.1017238661181
20	90	R	0.98875	0.0171583185288315	0.01125	0.08	89.9742480680812
20	100	R	0.9925	0.014281014264437	0.00750000000000006	0.08	100.202133310121
30	10	R	0.779166666666667	0.0687981622901582	0.220833333333333	0.08	9.91565161631443
30	20	R	0.859166666666667	0.0665514355010579	0.140833333333333	0.08	19.9595065478701
30	30	R	0.8925	0.0563185904096595	0.1075	0.08	29.8817674341146
30	40	R	0.931666666666667	0.0337257601928377	0.0683333333333332	0.08	39.9251328716055
30	50	R	0.951666666666667	0.0258764495878946	0.0483333333333333	0.08	49.8990353960078
30	60	R	0.970833333333333	0.0215448668259915	0.0291666666666667	0.08	60.0916985069867
30	70	R	0.975833333333333	0.0175010442462043	0.0241666666666667	0.08	70.1967659321614
30	80	R	0.98	0.0149071198499985	0.0200000000000001	0.08	79.9631070830859
30	90	R	0.984166666666667	0.0137596324580315	0.0158333333333334	0.08	89.8001427099109
30	100	R	0.990833333333333	0.0126525775752708	0.00916666666666677	0.08	100.128084918903
40	10	R	0.786875	0.0644402773279667	0.213125	0.08	9.70240113642067
40	20	R	0.8625	0.0560486161151286	0.1375	0.08	20.2021294080652
40	30	R	0.8975	0.0467003324681054	0.1025	0.08	29.7433750854805
40	40	R	0.93625	0.0252943201446283	0.06375	0.08	39.8162707275245
40	50	R	0.955	0.0223606797749979	0.045	0.08	50.2257858257741
40	60	R	0.971875	0.0193967407734284	0.028125	0.08	59.8294530311599
40	70	R	0.978125	0.013374046940958	0.021875	0.08	70.2784307348542
40	80	R	0.98125	0.0137529901055045	0.0187499999999999	0.08	80.2562211751472
40	90	R	0.985625	0.0101590962610906	0.014375	0.08	90.2192404809874
40	100	R	0.99125	0.0100164338648254	0.00875000000000004	0.08	99.9378192317206
50	10	R	0.792	0.0603149627940041	0.208	0.08	10.2685349026695
50	20	R	0.866	0.0494602445351181	0.134	0.08	19.887794154929
50	30	R	0.8985	0.0412023249216275	0.1015	0.08	30.1653634665068
50	40	R	0.935	0.0206474160483505	0.0649999999999999	0.08	39.984431496216
50	50	R	0.953	0.0240831891575846	0.047	0.08	49.8018803851679
50	60	R	0.9715	0.0178517285024817	0.0285	0.08	59.9904756321106
50	70	R	0.9785	0.0134848843251679	0.0215000000000001	0.08	69.7780867034569
50	80	R	0.983	0.011742858972248	0.017	0.08	79.7882010633126
50	90	R	0.9865	0.00988086934168085	0.0135000000000001	0.08	89.98484183033
50	100	R	0.9915	0.00988086934168085	0.00849999999999995	0.08	99.7787372930907
10	10	T	1	0	0	0.09	10.1736532075796
10	20	T	1	0	0	0.09	19.9425564266276
10	30	T	1	0	0	0.09	29.9396680206992
10	40	T	1	0	0	0.09	40.0483828433324
10	50	T	1	0	0	0.09	49.9373022208456
10	60	T	1	0	0	0.09	59.8659384114202
10	70	T	1	0	0	0.09	70.2723704311065
10	80	T	1	0	0	0.09	80.2518879614305
10	90	T	1	0	0	0.09	90.2492721401621
10	100	T	1	0	0	0.09	100.150693949638
20	10	T	1	0	0	0.09	10.2911571751349
20	20	T	1	0	0	0.09	20.1848184502218
20	30	T	1	0	0	0.09	29.889109603269
20	40	T	1	0	0	0.09	39.8754902670626
20	50	T	1	0	0	0.09	50.2586967576761
20	60	T	1	0	0	0.09	60.2558147830423
20	70	T	1	0	0	0.09	70.061758918548
20	80	T	1	0	0	0.09	79.8820765380282
20	90	T	1	0	0	0.09	90.2661451160442
20	100	T	1	0	0	0.09	99.7893971374258
30	10	T	1	0	0	0.09	10.022615918424
30	20	T	1	0	0	0.09	19.9680480194278
30	30	T	1	0	0	0.09	29.8204000374768
30	40	T	1	0	0	0.09	40.0188616001513
30	50	T	1	0	0	0.09	49.8620898095891
30	60	T	1	0	0	0.09	60.2414667683188
30	70	T	1	0	0	0.09	70.2684145821258
30	80	T	1	0	0	0.09	80.243981831288
30	90	T	1	0	0	0.09	89.942897596769
30	100	T	1	0	0	0.09	99.752866623411
40	10	T	1	0	0	0.09	9.9896966396831
40	20	T	1	0	0	0.09	19.9779792641755
40	30	T	1	0	0	0.09	29.9769204945769
40	40	T	1	0	0	0.09	39.7009343472309
40	50	T	1	0	0	0.09	49.7623599529732
40	60	T	1	0	0	0.09	60.1949807041325
40	70	T	1	0	0	0.09	69.7884587414563
40	80	T	1	0	0	0.09	79.8675487985369
40	90	T	1	0	0	0.09	89.9329643743113
40	100	T	1	0	0	0.09	99.9588260996621
50	10	T	1	0	0	0.09	10.1083201259375
50	20	T	1	0	0	0.09	19.7735221201554
50	30	T	1	0	0	0.09	29.8298535208683
50	40	T	1	0	0	0.09	40.2141587330028
50	50	T	1	0	0	0.09	50.0317571238149
50	60	T	1	0	0	0.09	59.9086103169713
50	70	T	1	0	0	0.09	69.8123901613057
50	80	T	1	0	0	0.09	80.1118644238915
50	90	T	1	0	0	0.09	90.0581609265413
50	100	T	1	0	0	0.09	99.7789367576595
10	10	R	0.815	0.112507309704046	0.185	0.09	9.83815026166849
10	20	R	0.8825	0.100361189814851	0.1175	0.09	20.0364945930894
10	30	R	0.915	0.0708965146496898	0.085	0.09	29.958628089074
10	40	R	0.95	0.0486664263392288	0.05	0.09	40.2519723899662
10	50	R	0.9675	0.043754698995771	0.0325	0.09	50.0034452295862
10	60	R	0.98	0.0376968517462526	0.02	0.09	60.1091903812252
10	70	R	0.9775	0.034316637057663	0.0225	0.09	69.9172374135815
10	80	R	0.9925	0.0183173774266262	0.00750000000000006	0.09	79.8365096204914
10	90	R	0.995	0.0153896752812773	0.005	0.09	89.9390183048788
10	100	R	0.9975	0.011180339887499	0.00249999999999995	0.09	99.8198116500862
20	10	R	0.78625	0.0813031202871148	0.21375	0.09	9.87576775932684
20	20	R	0.86875	0.0781677514606954	0.13125	0.09	20.2829002976883
20	30	R	0.91375	0.0455052050232776	0.0862499999999999	0.09	30.1827753444202
20	40	R	0.94	0.0307793505625546	0.0600000000000001	0.09	40.1844730811659
20	50	R	0.9575	0.0325455146881377	0.0425	0.09	49.9820094051771
20	60	R	0.9775	0.0279802561968633	0.0225	0.09	59.7789563689381
20	70	R	0.98375	0.0233325501121682	0.01625	0.09	70.2082082915585
20	80	R	0.9925	0.014281014264437	0.00750000000000006	0.09	79.8018411735073
20	90	R	0.995	0.0130787090945149	0.005	0.09	90.1232646209188
20	100	R	0.9975	0.00769483764063866	0.00249999999999995	0.09	99.7173063567374
30	10	R	0.778333333333333	0.0679912275043175	0.221666666666667	0.09	9.74893367784098
30	20	R	0.864166666666667	0.0612432118210015	0.135833333333333	0.09	20.1396808411926
30	30	R	0.915	0.0407890020723539	0.085	0.09	30.2675377885345
30	40	R	0.940833333333333	0.0322068424679349	0.0591666666666667	0.09	39.8092886672821
30	50	R	0.958333333333333	0.0298632360185073	0.0416666666666667	0.09	50.0582982114982
30	60	R	0.978333333333333	0.0188096031215611	0.0216666666666667	0.09	59.9602725016885
30	70	R	0.985833333333333	0.0164681155694681	0.0141666666666668	0.09	69.8489492703229
30	80	R	0.993333333333333	0.00997071736026872	0.00666666666666682	0.09	80.2557001124602
30	90	R	0.995833333333333	0.00916866007033637	0.00416666666666665	0.09	90.0500999097247
30	100	R	0.9975	0.0061057924755422	0.00250000000000006	0.09	100.102605452901
40	10	R	0.778125	0.0617554333855053	0.221875	0.09	9.91409443807788
40	20	R	0.8625	0.0478140587121227	0.1375	0.09	20.1587809411343
40	30	R	0.9125	0.036724436149876	0.0875	0.09	30.2440044842195
40	40	R	0.935	0.0335900204478088	0.0649999999999999	0.09	40.0631741366815
40	50	R	0.958125	0.0263687788871612	0.041875	0.09	49.9794638447929
40	60	R	0.975625	0.0204694091396483	0.024375	0.09	59.91913102814
40	70	R	0.98375	0.0157592913279086	0.01625	0.09	69.7413655796554
40	80	R	0.99125	0.012888693535523	0.00875000000000004	0.09	79.9379063163418
40	90	R	0.993125	0.0118064155173542	0.00687499999999996	0.09	89.9219714828767
40	100	R	0.99625	0.00821183356664733	0.00375000000000003	0.09	100.081092230137
50	10	R	0.7795	0.065169818652179	0.2205	0.09	9.92204470341094
50	20	R	0.8615	0.0500815125044846	0.1385	0.09	20.0498736413661
50	30	R	0.91	0.0290190500044005	0.09	0.09	29.9158797489479
50	40	R	0.9385	0.0304829546848036	0.0615	0.09	39.8784040795174
50	50	R	0.9605	0.0243818310266175	0.0395	0.09	49.740536984941
50	60	R	0.9765	0.0189944590258373	0.0235000000000001	0.09	60.0628816378769
50	70	R	0.984	0.0142902248518276	0.016	0.09	70.1720404258929
